IH,IW,IC,OC,PH,PW,KH,KW,SH,SW,OH,OW,T
32,32,3,32,2,2,5,5,1,1,3,32,161
32,32,3,32,2,2,5,5,1,1,6,32,321
32,32,3,32,2,2,5,5,1,1,9,32,481
32,32,3,32,2,2,5,5,1,1,12,32,641
32,32,3,32,2,2,5,5,1,1,16,32,855
32,32,3,32,2,2,5,5,1,1,19,32,1015
32,32,3,32,2,2,5,5,1,1,22,32,1175
32,32,3,32,2,2,5,5,1,1,25,32,1335
32,32,3,32,2,2,5,5,1,1,28,32,1495
32,32,3,32,2,2,5,5,1,1,32,32,1710
16,16,32,32,2,2,5,5,1,1,1,16,193
16,16,32,32,2,2,5,5,1,1,3,16,572
16,16,32,32,2,2,5,5,1,1,4,16,761
16,16,32,32,2,2,5,5,1,1,6,16,1140
16,16,32,32,2,2,5,5,1,1,8,16,1517
16,16,32,32,2,2,5,5,1,1,9,16,1706
16,16,32,32,2,2,5,5,1,1,11,16,2084
16,16,32,32,2,2,5,5,1,1,12,16,2273
16,16,32,32,2,2,5,5,1,1,14,16,2651
16,16,32,32,2,2,5,5,1,1,16,16,3034
8,8,32,64,2,2,5,5,1,1,0,8,0
8,8,32,64,2,2,5,5,1,1,1,8,187
8,8,32,64,2,2,5,5,1,1,2,8,373
8,8,32,64,2,2,5,5,1,1,3,8,558
8,8,32,64,2,2,5,5,1,1,4,8,743
8,8,32,64,2,2,5,5,1,1,4,8,743
8,8,32,64,2,2,5,5,1,1,5,8,928
8,8,32,64,2,2,5,5,1,1,6,8,1113
8,8,32,64,2,2,5,5,1,1,7,8,1300
8,8,32,64,2,2,5,5,1,1,8,8,1486
