IH,IW,IC,OC,PH,PW,KH,KW,SH,SW,OH,OW,T
72,72,16,16,1,1,3,3,1,1,7,72,341
72,72,16,16,1,1,3,3,1,1,14,72,686
72,72,16,16,1,1,3,3,1,1,21,72,1028
72,72,16,16,1,1,3,3,1,1,28,72,1371
72,72,16,16,1,1,3,3,1,1,36,72,1763
72,72,16,16,1,1,3,3,1,1,43,72,2107
72,72,16,16,1,1,3,3,1,1,50,72,2450
72,72,16,16,1,1,3,3,1,1,57,72,2792
72,72,16,16,1,1,3,3,1,1,64,72,3136
72,72,16,16,1,1,3,3,1,1,72,72,3527
36,36,48,48,1,1,3,3,1,1,3,36,195
36,36,48,48,1,1,3,3,1,1,7,36,455
36,36,48,48,1,1,3,3,1,1,10,36,650
36,36,48,48,1,1,3,3,1,1,14,36,911
36,36,48,48,1,1,3,3,1,1,18,36,1172
36,36,48,48,1,1,3,3,1,1,21,36,1366
36,36,48,48,1,1,3,3,1,1,25,36,1627
36,36,48,48,1,1,3,3,1,1,28,36,1822
36,36,48,48,1,1,3,3,1,1,32,36,2083
36,36,48,48,1,1,3,3,1,1,36,36,2342
36,36,48,48,1,1,3,3,2,2,1,18,33
36,36,48,48,1,1,3,3,2,2,3,18,97
36,36,48,48,1,1,3,3,2,2,5,18,163
36,36,48,48,1,1,3,3,2,2,7,18,227
36,36,48,48,1,1,3,3,2,2,9,18,293
36,36,48,48,1,1,3,3,2,2,10,18,325
36,36,48,48,1,1,3,3,2,2,12,18,391
36,36,48,48,1,1,3,3,2,2,14,18,455
36,36,48,48,1,1,3,3,2,2,16,18,521
36,36,48,48,1,1,3,3,2,2,18,18,586
18,18,96,96,1,1,3,3,1,1,1,18,63
18,18,96,96,1,1,3,3,1,1,3,18,188
18,18,96,96,1,1,3,3,1,1,5,18,315
18,18,96,96,1,1,3,3,1,1,7,18,441
18,18,96,96,1,1,3,3,1,1,9,18,567
18,18,96,96,1,1,3,3,1,1,10,18,629
18,18,96,96,1,1,3,3,1,1,12,18,756
18,18,96,96,1,1,3,3,1,1,14,18,882
