IH,IW,IC,OC,PH,PW,KH,KW,SH,SW,OH,OW,T
32,32,3,32,2,2,5,5,1,1,3,32,254
32,32,3,32,2,2,5,5,1,1,6,32,511
32,32,3,32,2,2,5,5,1,1,9,32,767
32,32,3,32,2,2,5,5,1,1,12,32,1023
32,32,3,32,2,2,5,5,1,1,16,32,1365
32,32,3,32,2,2,5,5,1,1,19,32,1620
32,32,3,32,2,2,5,5,1,1,22,32,1877
32,32,3,32,2,2,5,5,1,1,25,32,2132
32,32,3,32,2,2,5,5,1,1,28,32,2388
32,32,3,32,2,2,5,5,1,1,32,32,2729
16,16,32,32,2,2,5,5,1,1,1,16,347
16,16,32,32,2,2,5,5,1,1,3,16,1028
16,16,32,32,2,2,5,5,1,1,4,16,1367
16,16,32,32,2,2,5,5,1,1,6,16,2043
16,16,32,32,2,2,5,5,1,1,8,16,2721
16,16,32,32,2,2,5,5,1,1,9,16,3059
16,16,32,32,2,2,5,5,1,1,11,16,3736
16,16,32,32,2,2,5,5,1,1,12,16,4074
16,16,32,32,2,2,5,5,1,1,14,16,4751
16,16,32,32,2,2,5,5,1,1,16,16,5441
8,8,32,64,2,2,5,5,1,1,0,8,0
8,8,32,64,2,2,5,5,1,1,1,8,332
8,8,32,64,2,2,5,5,1,1,2,8,661
8,8,32,64,2,2,5,5,1,1,3,8,989
8,8,32,64,2,2,5,5,1,1,4,8,1317
8,8,32,64,2,2,5,5,1,1,4,8,1317
8,8,32,64,2,2,5,5,1,1,5,8,1644
8,8,32,64,2,2,5,5,1,1,6,8,1973
8,8,32,64,2,2,5,5,1,1,7,8,2302
8,8,32,64,2,2,5,5,1,1,8,8,2634
144,144,3,16,1,1,3,3,2,2,7,72,331
144,144,3,16,1,1,3,3,2,2,14,72,663
144,144,3,16,1,1,3,3,2,2,21,72,994
144,144,3,16,1,1,3,3,2,2,28,72,1327
144,144,3,16,1,1,3,3,2,2,36,72,1705
144,144,3,16,1,1,3,3,2,2,43,72,2037
144,144,3,16,1,1,3,3,2,2,50,72,2369
144,144,3,16,1,1,3,3,2,2,57,72,2701
144,144,3,16,1,1,3,3,2,2,64,72,3032
144,144,3,16,1,1,3,3,2,2,72,72,3412
176,176,3,16,1,1,3,3,2,2,8,88,463
176,176,3,16,1,1,3,3,2,2,17,88,984
176,176,3,16,1,1,3,3,2,2,26,88,1505
176,176,3,16,1,1,3,3,2,2,35,88,2026
176,176,3,16,1,1,3,3,2,2,44,88,2548
176,176,3,16,1,1,3,3,2,2,52,88,3011
176,176,3,16,1,1,3,3,2,2,61,88,3533
176,176,3,16,1,1,3,3,2,2,70,88,4054
176,176,3,16,1,1,3,3,2,2,79,88,4575
176,176,3,16,1,1,3,3,2,2,88,88,5096
96,96,3,16,1,1,3,3,2,2,4,48,126
96,96,3,16,1,1,3,3,2,2,9,48,283
96,96,3,16,1,1,3,3,2,2,14,48,441
96,96,3,16,1,1,3,3,2,2,19,48,599
96,96,3,16,1,1,3,3,2,2,24,48,757
96,96,3,16,1,1,3,3,2,2,28,48,882
96,96,3,16,1,1,3,3,2,2,33,48,1040
96,96,3,16,1,1,3,3,2,2,38,48,1198
96,96,3,16,1,1,3,3,2,2,43,48,1356
96,96,3,16,1,1,3,3,2,2,48,48,1513
