IH,IW,IC,OC,PH,PW,KH,KW,SH,SW,OH,OW,T
48,48,16,16,1,1,3,3,1,1,4,48,66
48,48,16,16,1,1,3,3,1,1,9,48,148
48,48,16,16,1,1,3,3,1,1,14,48,231
48,48,16,16,1,1,3,3,1,1,19,48,314
48,48,16,16,1,1,3,3,1,1,24,48,397
48,48,16,16,1,1,3,3,1,1,28,48,463
48,48,16,16,1,1,3,3,1,1,33,48,545
48,48,16,16,1,1,3,3,1,1,38,48,628
48,48,16,16,1,1,3,3,1,1,43,48,711
48,48,16,16,1,1,3,3,1,1,48,48,793
48,48,32,32,1,1,3,3,2,2,2,24,29
48,48,32,32,1,1,3,3,2,2,4,24,58
48,48,32,32,1,1,3,3,2,2,7,24,103
48,48,32,32,1,1,3,3,2,2,9,24,132
48,48,32,32,1,1,3,3,2,2,12,24,175
48,48,32,32,1,1,3,3,2,2,14,24,205
48,48,32,32,1,1,3,3,2,2,16,24,234
48,48,32,32,1,1,3,3,2,2,19,24,278
48,48,32,32,1,1,3,3,2,2,21,24,308
48,48,32,32,1,1,3,3,2,2,24,24,352
24,24,48,48,1,1,3,3,1,1,2,24,42
24,24,48,48,1,1,3,3,1,1,4,24,84
24,24,48,48,1,1,3,3,1,1,7,24,146
24,24,48,48,1,1,3,3,1,1,9,24,189
24,24,48,48,1,1,3,3,1,1,12,24,251
24,24,48,48,1,1,3,3,1,1,14,24,293
24,24,48,48,1,1,3,3,1,1,16,24,336
24,24,48,48,1,1,3,3,1,1,19,24,398
24,24,48,48,1,1,3,3,1,1,21,24,441
24,24,48,48,1,1,3,3,1,1,24,24,503
24,24,48,48,3,3,7,7,2,2,1,12,49
24,24,48,48,3,3,7,7,2,2,2,12,98
24,24,48,48,3,3,7,7,2,2,3,12,146
24,24,48,48,3,3,7,7,2,2,4,12,196
24,24,48,48,3,3,7,7,2,2,6,12,295
24,24,48,48,3,3,7,7,2,2,7,12,344
24,24,48,48,3,3,7,7,2,2,8,12,393
24,24,48,48,3,3,7,7,2,2,9,12,443
24,24,48,48,3,3,7,7,2,2,10,12,492
24,24,48,48,3,3,7,7,2,2,12,12,590
12,12,120,120,1,1,3,3,1,1,1,12,25
12,12,120,120,1,1,3,3,1,1,2,12,50
12,12,120,120,1,1,3,3,1,1,3,12,74
12,12,120,120,1,1,3,3,1,1,4,12,99
12,12,120,120,1,1,3,3,1,1,6,12,149
12,12,120,120,1,1,3,3,1,1,7,12,174
12,12,120,120,1,1,3,3,1,1,8,12,198
12,12,120,120,1,1,3,3,1,1,9,12,223
12,12,120,120,1,1,3,3,1,1,10,12,248
12,12,120,120,1,1,3,3,1,1,12,12,297
12,12,120,120,1,1,3,3,2,2,0,6,0
12,12,120,120,1,1,3,3,2,2,1,6,12
12,12,120,120,1,1,3,3,2,2,1,6,13
12,12,120,120,1,1,3,3,2,2,2,6,25
12,12,120,120,1,1,3,3,2,2,3,6,37
12,12,120,120,1,1,3,3,2,2,3,6,37
12,12,120,120,1,1,3,3,2,2,4,6,50
12,12,120,120,1,1,3,3,2,2,4,6,50
12,12,120,120,1,1,3,3,2,2,5,6,62
12,12,120,120,1,1,3,3,2,2,6,6,74
6,6,160,160,3,3,7,7,1,1,0,6,0
6,6,160,160,3,3,7,7,1,1,1,6,78
6,6,160,160,3,3,7,7,1,1,1,6,78
6,6,160,160,3,3,7,7,1,1,2,6,157
6,6,160,160,3,3,7,7,1,1,3,6,235
6,6,160,160,3,3,7,7,1,1,3,6,235
6,6,160,160,3,3,7,7,1,1,4,6,315
6,6,160,160,3,3,7,7,1,1,4,6,314
6,6,160,160,3,3,7,7,1,1,5,6,394
6,6,160,160,3,3,7,7,1,1,6,6,471
6,6,160,160,2,2,5,5,1,1,0,6,0
6,6,160,160,2,2,5,5,1,1,1,6,40
6,6,160,160,2,2,5,5,1,1,1,6,41
6,6,160,160,2,2,5,5,1,1,2,6,81
6,6,160,160,2,2,5,5,1,1,3,6,122
6,6,160,160,2,2,5,5,1,1,3,6,121
6,6,160,160,2,2,5,5,1,1,4,6,163
6,6,160,160,2,2,5,5,1,1,4,6,162
6,6,160,160,2,2,5,5,1,1,5,6,203
6,6,160,160,2,2,5,5,1,1,6,6,243
6,6,144,144,1,1,3,3,1,1,0,6,0
6,6,144,144,1,1,3,3,1,1,1,6,14
6,6,144,144,1,1,3,3,1,1,1,6,15
6,6,144,144,1,1,3,3,1,1,2,6,30
6,6,144,144,1,1,3,3,1,1,3,6,44
6,6,144,144,1,1,3,3,1,1,3,6,44
6,6,144,144,1,1,3,3,1,1,4,6,59
6,6,144,144,1,1,3,3,1,1,4,6,59
6,6,144,144,1,1,3,3,1,1,5,6,73
6,6,144,144,1,1,3,3,1,1,6,6,89
6,6,192,192,1,1,3,3,1,1,0,6,0
6,6,192,192,1,1,3,3,1,1,1,6,19
6,6,192,192,1,1,3,3,1,1,1,6,20
6,6,192,192,1,1,3,3,1,1,2,6,39
6,6,192,192,1,1,3,3,1,1,3,6,58
6,6,192,192,1,1,3,3,1,1,3,6,59
6,6,192,192,1,1,3,3,1,1,4,6,79
6,6,192,192,1,1,3,3,1,1,4,6,78
6,6,192,192,1,1,3,3,1,1,5,6,97
6,6,192,192,1,1,3,3,1,1,6,6,117
6,6,240,240,3,3,7,7,2,2,0,3,0
6,6,240,240,3,3,7,7,2,2,0,3,0
6,6,240,240,3,3,7,7,2,2,0,3,0
6,6,240,240,3,3,7,7,2,2,1,3,60
6,6,240,240,3,3,7,7,2,2,1,3,60
6,6,240,240,3,3,7,7,2,2,1,3,60
6,6,240,240,3,3,7,7,2,2,2,3,120
6,6,240,240,3,3,7,7,2,2,2,3,120
6,6,240,240,3,3,7,7,2,2,2,3,120
6,6,240,240,3,3,7,7,2,2,3,3,180
3,3,384,384,2,2,5,5,1,1,0,3,0
3,3,384,384,2,2,5,5,1,1,0,3,0
3,3,384,384,2,2,5,5,1,1,0,3,0
3,3,384,384,2,2,5,5,1,1,1,3,49
3,3,384,384,2,2,5,5,1,1,1,3,49
3,3,384,384,2,2,5,5,1,1,1,3,49
3,3,384,384,2,2,5,5,1,1,2,3,99
3,3,384,384,2,2,5,5,1,1,2,3,98
3,3,384,384,2,2,5,5,1,1,2,3,99
3,3,384,384,2,2,5,5,1,1,3,3,147
3,3,576,576,1,1,3,3,1,1,0,3,0
3,3,576,576,1,1,3,3,1,1,0,3,0
3,3,576,576,1,1,3,3,1,1,0,3,0
3,3,576,576,1,1,3,3,1,1,1,3,29
3,3,576,576,1,1,3,3,1,1,1,3,29
3,3,576,576,1,1,3,3,1,1,1,3,29
3,3,576,576,1,1,3,3,1,1,2,3,58
3,3,576,576,1,1,3,3,1,1,2,3,58
3,3,576,576,1,1,3,3,1,1,2,3,58
3,3,576,576,1,1,3,3,1,1,3,3,87
