IH,IW,IC,OC,PH,PW,KH,KW,SH,SW,OH,OW,T
88,88,16,16,1,1,3,3,1,1,8,88,242
88,88,16,16,1,1,3,3,1,1,17,88,515
88,88,16,16,1,1,3,3,1,1,26,88,788
88,88,16,16,1,1,3,3,1,1,35,88,1061
88,88,16,16,1,1,3,3,1,1,44,88,1333
88,88,16,16,1,1,3,3,1,1,52,88,1576
88,88,16,16,1,1,3,3,1,1,61,88,1849
88,88,16,16,1,1,3,3,1,1,70,88,2122
88,88,16,16,1,1,3,3,1,1,79,88,2395
88,88,16,16,1,1,3,3,1,1,88,88,2668
88,88,24,24,1,1,3,3,2,2,4,44,84
88,88,24,24,1,1,3,3,2,2,8,44,168
88,88,24,24,1,1,3,3,2,2,13,44,273
88,88,24,24,1,1,3,3,2,2,17,44,357
88,88,24,24,1,1,3,3,2,2,22,44,462
88,88,24,24,1,1,3,3,2,2,26,44,546
88,88,24,24,1,1,3,3,2,2,30,44,631
88,88,24,24,1,1,3,3,2,2,35,44,736
88,88,24,24,1,1,3,3,2,2,39,44,820
88,88,24,24,1,1,3,3,2,2,44,44,926
44,44,48,48,1,1,3,3,1,1,4,44,154
44,44,48,48,1,1,3,3,1,1,8,44,307
44,44,48,48,1,1,3,3,1,1,13,44,499
44,44,48,48,1,1,3,3,1,1,17,44,654
44,44,48,48,1,1,3,3,1,1,22,44,846
44,44,48,48,1,1,3,3,1,1,26,44,1000
44,44,48,48,1,1,3,3,1,1,30,44,1153
44,44,48,48,1,1,3,3,1,1,35,44,1345
44,44,48,48,1,1,3,3,1,1,39,44,1499
44,44,48,48,1,1,3,3,1,1,44,44,1691
44,44,48,48,1,1,3,3,2,2,2,22,39
44,44,48,48,1,1,3,3,2,2,4,22,77
44,44,48,48,1,1,3,3,2,2,6,22,115
44,44,48,48,1,1,3,3,2,2,8,22,154
44,44,48,48,1,1,3,3,2,2,11,22,212
44,44,48,48,1,1,3,3,2,2,13,22,251
44,44,48,48,1,1,3,3,2,2,15,22,290
44,44,48,48,1,1,3,3,2,2,17,22,328
44,44,48,48,1,1,3,3,2,2,19,22,367
44,44,48,48,1,1,3,3,2,2,22,22,424
22,22,48,48,1,1,3,3,1,1,2,22,39
22,22,48,48,1,1,3,3,1,1,4,22,77
22,22,48,48,1,1,3,3,1,1,6,22,115
22,22,48,48,1,1,3,3,1,1,8,22,153
22,22,48,48,1,1,3,3,1,1,11,22,212
22,22,48,48,1,1,3,3,1,1,13,22,250
22,22,48,48,1,1,3,3,1,1,15,22,288
22,22,48,48,1,1,3,3,1,1,17,22,327
22,22,48,48,1,1,3,3,1,1,19,22,365
22,22,48,48,1,1,3,3,1,1,22,22,422
22,22,96,96,1,1,3,3,2,2,1,11,18
22,22,96,96,1,1,3,3,2,2,2,11,37
22,22,96,96,1,1,3,3,2,2,3,11,55
22,22,96,96,1,1,3,3,2,2,4,11,73
22,22,96,96,1,1,3,3,2,2,5,11,92
22,22,96,96,1,1,3,3,2,2,6,11,111
22,22,96,96,1,1,3,3,2,2,7,11,129
