IH,IW,IC,OC,PH,PW,KH,KW,SH,SW,OH,OW,T
72,72,16,16,1,1,3,3,1,1,7,72,173
72,72,16,16,1,1,3,3,1,1,14,72,346
72,72,16,16,1,1,3,3,1,1,21,72,520
72,72,16,16,1,1,3,3,1,1,28,72,695
72,72,16,16,1,1,3,3,1,1,36,72,893
72,72,16,16,1,1,3,3,1,1,43,72,1066
72,72,16,16,1,1,3,3,1,1,50,72,1240
72,72,16,16,1,1,3,3,1,1,57,72,1413
72,72,16,16,1,1,3,3,1,1,64,72,1587
72,72,16,16,1,1,3,3,1,1,72,72,1786
72,72,48,48,1,1,3,3,2,2,3,36,95
72,72,48,48,1,1,3,3,2,2,7,36,220
72,72,48,48,1,1,3,3,2,2,10,36,316
72,72,48,48,1,1,3,3,2,2,14,36,442
72,72,48,48,1,1,3,3,2,2,18,36,568
72,72,48,48,1,1,3,3,2,2,21,36,662
72,72,48,48,1,1,3,3,2,2,25,36,789
72,72,48,48,1,1,3,3,2,2,28,36,884
72,72,48,48,1,1,3,3,2,2,32,36,1009
72,72,48,48,1,1,3,3,2,2,36,36,1135
36,36,48,48,1,1,3,3,1,1,3,36,94
36,36,48,48,1,1,3,3,1,1,7,36,220
36,36,48,48,1,1,3,3,1,1,10,36,314
36,36,48,48,1,1,3,3,1,1,14,36,441
36,36,48,48,1,1,3,3,1,1,18,36,566
36,36,48,48,1,1,3,3,1,1,21,36,660
36,36,48,48,1,1,3,3,1,1,25,36,786
36,36,48,48,1,1,3,3,1,1,28,36,880
36,36,48,48,1,1,3,3,1,1,32,36,1006
36,36,48,48,1,1,3,3,1,1,36,36,1132
36,36,48,48,1,1,3,3,2,2,1,18,16
36,36,48,48,1,1,3,3,2,2,3,18,47
36,36,48,48,1,1,3,3,2,2,5,18,79
36,36,48,48,1,1,3,3,2,2,7,18,110
36,36,48,48,1,1,3,3,2,2,9,18,142
36,36,48,48,1,1,3,3,2,2,10,18,158
36,36,48,48,1,1,3,3,2,2,12,18,189
36,36,48,48,1,1,3,3,2,2,14,18,220
36,36,48,48,1,1,3,3,2,2,16,18,252
36,36,48,48,1,1,3,3,2,2,18,18,284
18,18,96,96,1,1,3,3,1,1,1,18,30
18,18,96,96,1,1,3,3,1,1,3,18,90
18,18,96,96,1,1,3,3,1,1,5,18,150
18,18,96,96,1,1,3,3,1,1,7,18,210
18,18,96,96,1,1,3,3,1,1,9,18,271
18,18,96,96,1,1,3,3,1,1,10,18,300
18,18,96,96,1,1,3,3,1,1,12,18,360
18,18,96,96,1,1,3,3,1,1,14,18,420
18,18,96,96,1,1,3,3,1,1,16,18,480
18,18,96,96,1,1,3,3,1,1,18,18,540
18,18,96,96,1,1,3,3,2,2,0,9,0
18,18,96,96,1,1,3,3,2,2,1,9,15
18,18,96,96,1,1,3,3,2,2,2,9,30
18,18,96,96,1,1,3,3,2,2,3,9,45
18,18,96,96,1,1,3,3,2,2,4,9,60
18,18,96,96,1,1,3,3,2,2,5,9,75
18,18,96,96,1,1,3,3,2,2,6,9,91
18,18,96,96,1,1,3,3,2,2,7,9,106
18,18,96,96,1,1,3,3,2,2,8,9,120
18,18,96,96,1,1,3,3,2,2,9,9,136
9,9,144,144,1,1,3,3,1,1,0,9,0
9,9,144,144,1,1,3,3,1,1,1,9,22
9,9,144,144,1,1,3,3,1,1,2,9,44
9,9,144,144,1,1,3,3,1,1,3,9,67
9,9,144,144,1,1,3,3,1,1,4,9,89
9,9,144,144,1,1,3,3,1,1,5,9,111
9,9,144,144,1,1,3,3,1,1,6,9,133
9,9,144,144,1,1,3,3,1,1,7,9,155
9,9,144,144,1,1,3,3,1,1,8,9,177
9,9,144,144,1,1,3,3,1,1,9,9,199
9,9,192,192,1,1,3,3,1,1,0,9,0
9,9,192,192,1,1,3,3,1,1,1,9,30
9,9,192,192,1,1,3,3,1,1,2,9,59
9,9,192,192,1,1,3,3,1,1,3,9,88
9,9,192,192,1,1,3,3,1,1,4,9,117
9,9,192,192,1,1,3,3,1,1,5,9,146
9,9,192,192,1,1,3,3,1,1,6,9,176
9,9,192,192,1,1,3,3,1,1,7,9,206
9,9,192,192,1,1,3,3,1,1,8,9,234
9,9,192,192,1,1,3,3,1,1,9,9,264
9,9,192,192,1,1,3,3,2,2,0,5,0
9,9,192,192,1,1,3,3,2,2,1,5,16
9,9,192,192,1,1,3,3,2,2,1,5,17
9,9,192,192,1,1,3,3,2,2,2,5,33
9,9,192,192,1,1,3,3,2,2,2,5,33
9,9,192,192,1,1,3,3,2,2,3,5,49
9,9,192,192,1,1,3,3,2,2,3,5,49
9,9,192,192,1,1,3,3,2,2,4,5,66
9,9,192,192,1,1,3,3,2,2,4,5,65
9,9,192,192,1,1,3,3,2,2,5,5,81
5,5,336,336,1,1,3,3,1,1,0,5,0
5,5,336,336,1,1,3,3,1,1,1,5,28
5,5,336,336,1,1,3,3,1,1,1,5,28
5,5,336,336,1,1,3,3,1,1,2,5,57
5,5,336,336,1,1,3,3,1,1,2,5,56
5,5,336,336,1,1,3,3,1,1,3,5,85
5,5,336,336,1,1,3,3,1,1,3,5,84
5,5,336,336,1,1,3,3,1,1,4,5,113
5,5,336,336,1,1,3,3,1,1,4,5,113
5,5,336,336,1,1,3,3,1,1,5,5,141
